sample number,Cumulative Oil (M m3)_1,Cumulative Oil (M m3)_3,Cumulative Oil (M m3)_5,Cumulative Oil (M m3)_7,Cumulative Oil (M m3)_9,Cumulative Oil (M m3)_11,Oil Rate (m3/day)_1,Oil Rate (m3/day)_3,Oil Rate (m3/day)_5,Oil Rate (m3/day)_7,Oil Rate (m3/day)_9,Oil Rate (m3/day)_11,Initial Sw
234,0.00122395,53.104,101.63,147.56,191.94,233.58,1762.5,849.67,795.48,752.95,715.89,682.64,0.24
235,0.000180709,8.5172,16.851,25.102,33.419,41.54,260.22,138.77,136.62,135.27,134.14,133.13,0.19
236,0.00057003,27.438,53.445,78.575,103.36,127.1,820.85,446.58,426.34,411.96,399.84,389.08,0.21
237,0.00180672,78.032,150.54,219.02,284.79,346.03,2601.7,1263.2,1188.7,1122.5,1060.9,1004.0,0.26
238,0.0011313,52.955,102.9,150.53,196.87,240.62,1629.1,866.8,818.69,780.86,747.47,717.25,0.2
239,0.00245238,107.33,203.24,291.74,374.9,450.71,3531.4,1713.7,1572.3,1450.9,1341.2,1242.8,0.22
240,0.00257906,104.74,196.12,277.42,353.04,420.26,3713.9,1632.0,1458.3,1332.7,1219.8,1101.9,0.21
241,0.0011612,52.001,100.79,147.51,193.11,236.28,1672.1,841.73,799.74,765.93,735.6,707.7,0.24
242,0.00041042,18.813,37.378,55.663,73.99,91.782,591.01,311.08,304.35,299.74,295.6,291.68,0.26
243,0.00206746,82.079,156.53,226.47,293.44,355.67,2977.2,1309.4,1220.4,1146.6,1080.3,1020.1,0.18
244,0.0011301,36.942,70.597,102.91,134.66,164.65,1627.4,583.77,551.72,529.79,511.99,491.67,0.19
245,0.00114383,47.473,93.044,137.11,180.47,221.79,1647.1,776.42,747.07,722.46,699.3,677.43,0.23
246,0.00184784,71.654,137.58,200.1,260.52,317.14,2660.9,1148.4,1080.7,1025.0,974.55,928.16,0.19
247,0.00271311,110.24,209.27,301.13,387.96,467.57,3906.9,1767.4,1623.4,1505.9,1400.4,1305.2,0.17
248,0.000552553,27.405,54.601,81.3,107.96,133.75,795.68,455.53,445.84,437.69,430.0,422.7,0.2
249,0.00394769,131.17,242.79,343.36,431.73,510.04,5684.7,2041.0,1829.8,1592.0,1425.5,1283.7,0.24
250,0.000718108,25.844,50.316,74.224,98.018,120.97,1034.1,413.59,401.17,391.93,383.78,376.27,0.21
251,0.000436746,19.238,37.586,55.444,73.195,90.323,628.92,312.33,300.78,292.75,286.31,280.79,0.18
252,0.000432648,20.663,40.665,60.266,79.846,98.802,623.02,337.98,327.91,321.32,315.81,310.76,0.25
253,0.000541162,22.956,45.037,66.66,88.232,109.08,779.28,372.81,361.98,354.48,347.93,341.83,0.22
254,0.000208949,9.1337,17.522,25.667,33.792,41.678,300.89,144.74,137.51,133.52,131.05,129.29,0.25
255,0.00110393,47.128,91.912,135.18,177.75,218.36,1589.7,766.13,734.17,709.27,686.7,665.64,0.2
256,0.017361,1396.8,2236.2,2761.5,3211.0,3603.9,25000.0,20043.0,11416.0,8150.9,7248.9,6441.7,0.25
257,0.00217844,75.764,140.83,201.5,258.19,310.04,3137.0,1163.5,1066.6,994.59,914.37,850.04,0.19
258,0.000436829,19.195,37.86,56.229,74.633,92.494,629.04,312.82,305.98,301.14,296.84,292.8,0.2
259,0.00014399,7.4411,14.79,22.074,29.429,36.624,207.35,122.42,120.47,119.41,118.63,117.96,0.23
260,0.00250646,101.81,194.7,281.64,364.42,440.83,3609.3,1637.8,1522.8,1425.3,1335.2,1252.6,0.23
261,0.000243806,10.655,20.975,31.16,41.401,51.38,351.08,172.85,169.17,166.96,165.19,163.59,0.24
262,0.000398487,17.075,33.945,50.577,67.261,83.472,573.83,281.61,276.55,272.65,269.1,265.76,0.21
263,0.000544098,22.146,42.804,63.0,83.148,102.64,783.51,350.72,338.64,331.09,324.97,319.47,0.25
264,0.000416892,21.272,42.556,63.546,84.589,105.02,600.33,354.46,348.93,344.08,339.4,334.91,0.18
265,0.00576513,213.16,393.01,542.26,670.65,779.77,8301.8,3306.3,2840.2,2446.7,2070.9,1788.9,0.25
266,0.00317547,120.53,225.6,321.44,410.46,488.49,4572.7,1904.0,1722.5,1571.2,1435.8,1279.1,0.2
267,0.000353615,16.802,33.504,49.974,66.505,82.578,509.21,279.09,273.81,270.0,266.63,263.48,0.22
268,0.00108056,49.687,97.524,143.79,189.3,232.68,1556.0,814.18,784.21,758.38,734.11,711.22,0.18
269,9.95912e-05,5.78,11.631,17.456,23.353,29.134,143.41,96.589,95.916,95.492,95.122,94.772,0.22
270,0.000296846,15.006,29.854,44.495,59.187,73.47,427.46,247.92,243.4,240.01,236.98,234.14,0.25
271,0.000292732,12.959,25.848,38.595,51.421,63.917,421.54,214.32,211.29,208.97,206.87,204.86,0.25
272,0.00429465,167.15,310.73,439.03,553.78,651.67,6184.3,2639.1,2353.8,2103.3,1850.9,1604.7,0.22
273,0.00264516,111.87,208.82,296.78,378.21,451.45,3809.1,1769.1,1589.4,1442.0,1313.4,1200.6,0.22
274,0.00298929,119.95,223.87,318.83,407.34,486.17,4304.6,1882.5,1703.7,1556.6,1427.5,1292.3,0.17
275,0.000550375,23.168,44.484,64.966,85.282,104.84,792.54,365.13,345.57,335.77,327.68,320.62,0.18
276,0.00348884,129.34,242.45,343.78,437.24,519.88,5024.0,2017.7,1807.6,1661.3,1507.3,1354.8,0.21
277,0.00196515,72.25,136.06,194.3,249.85,300.39,2829.8,1132.4,1022.6,954.81,896.03,828.49,0.18
278,0.000925825,45.894,90.048,132.56,174.2,213.72,1333.2,754.72,723.83,696.91,671.62,647.83,0.26
279,0.00171788,75.75,147.39,215.8,282.22,344.7,2473.8,1232.7,1174.4,1121.5,1071.3,1024.3,0.24
280,0.0010013,46.864,92.305,136.2,179.35,220.46,1441.9,775.22,744.94,719.58,695.97,673.87,0.21
281,0.0015742,74.093,143.99,210.38,274.56,334.7,2266.9,1213.7,1145.9,1088.4,1035.1,985.93,0.19
282,0.00171863,69.404,134.32,195.95,255.57,311.5,2474.8,1131.3,1064.3,1010.3,961.56,916.96,0.17
283,3.53988e-05,2.3066,4.6681,7.0246,9.4151,11.763,50.975,38.829,38.713,38.63,38.556,38.487,0.18
284,1.7362e-05,0.98446,1.9738,2.9612,3.9636,4.9489,25.001,16.302,16.219,16.187,16.168,16.152,0.19
285,0.000863196,38.781,75.937,111.97,147.56,181.62,1243.0,631.7,609.11,590.79,573.99,558.35,0.17
286,0.00419336,145.98,270.63,377.22,473.1,557.54,6038.5,2251.3,1982.0,1747.4,1546.5,1384.1,0.19
287,0.000198861,10.441,20.77,30.949,41.171,51.121,286.36,173.21,169.32,166.87,164.88,163.1,0.22
288,0.00232831,88.434,166.7,239.49,308.54,371.99,3352.8,1392.7,1283.0,1193.4,1113.7,1040.1,0.23
289,0.00256169,79.489,148.37,212.53,273.82,330.78,3688.9,1222.0,1129.3,1051.8,988.41,933.81,0.17
290,0.000680655,27.219,52.8,77.723,102.5,126.37,980.15,435.13,419.36,408.58,399.56,391.42,0.2
291,4.12301e-07,0.02831,0.0554708,0.082278,0.10929,0.1357,0.59372,0.45666,0.44526,0.43946,0.43569,0.43297,0.17
292,0.000432709,20.878,41.073,60.866,80.648,99.813,623.1,341.39,331.07,324.48,319.06,314.17,0.18
293,9.0453e-06,0.53386,1.0717,1.6083,2.1532,2.6888,13.025,8.8605,8.8164,8.7977,8.7876,8.7809,0.24
294,0.00515945,175.66,316.49,434.94,535.99,623.83,7429.7,2636.8,2198.4,1868.7,1629.8,1440.0,0.22
295,0.001111,44.085,84.969,124.14,162.41,198.68,1599.8,706.1,670.22,642.12,617.29,594.64,0.2
296,6.29545e-05,3.9035,7.8959,11.876,15.911,19.87,90.655,65.733,65.449,65.253,65.073,64.9,0.25
297,0.00141879,65.301,125.52,182.84,238.44,290.75,2043.1,1046.8,987.27,939.52,896.77,857.67,0.19
298,0.00155725,59.617,116.08,170.37,223.46,273.78,2242.5,966.15,925.61,889.97,856.37,824.88,0.26
299,2.91036e-07,0.0174917,0.0311724,0.0435221,0.0554035,0.0665844,0.4191,0.25189,0.21764,0.20245,0.19164,0.18329,0.22
300,3.10423e-06,0.18495,0.35736,0.52504,0.6921,0.85401,4.4701,2.953,2.8265,2.7488,2.6945,2.6543,0.23
301,0.00320469,125.89,234.77,333.76,425.47,505.83,4614.8,1977.5,1785.0,1622.7,1479.2,1317.4,0.23
302,0.00214095,92.302,174.6,251.18,323.89,390.9,3083.0,1466.1,1349.2,1255.4,1172.7,1098.5,0.19
303,0.000498588,23.309,45.894,68.07,90.239,111.71,717.97,379.36,370.25,363.55,357.56,351.94,0.19
304,0.017361,1475.0,2698.9,3450.6,4070.5,4591.1,25000.0,25000.0,14526.0,11825.0,9997.3,8535.0,0.23
305,0.000380632,17.206,33.6,49.641,65.667,81.2,548.11,277.97,268.75,262.96,258.49,254.64,0.22
306,0.00168661,74.632,145.93,214.16,280.52,343.05,2428.7,1223.2,1168.8,1118.5,1070.4,1025.0,0.2
307,0.00127249,53.436,102.56,149.27,194.62,237.36,1832.4,858.36,805.38,765.63,731.41,700.76,0.23
308,0.000382504,17.691,35.161,52.37,69.634,86.414,550.81,292.93,286.39,282.11,278.45,275.08,0.17
309,0.00280442,107.32,204.18,294.37,379.83,458.36,4038.4,1714.9,1587.9,1478.5,1378.5,1287.3,0.2
310,0.00108645,50.346,98.622,145.02,190.43,233.51,1564.5,826.6,791.41,760.69,732.34,706.26,0.17
311,0.000881522,39.258,75.862,110.71,144.57,176.51,1269.4,636.26,600.07,571.23,546.11,523.73,0.22
312,0.000592357,28.348,55.235,81.246,106.91,131.48,853.0,459.59,440.77,426.4,413.95,402.75,0.21
313,0.00568519,196.04,360.19,498.41,614.47,713.9,8186.7,3009.9,2593.5,2169.7,1872.0,1630.0,0.23
314,0.000491701,21.528,41.522,60.893,80.119,98.662,708.05,344.39,327.77,317.56,310.1,303.97,0.23
315,0.000181098,8.4594,16.714,24.844,33.018,40.988,260.78,138.94,135.32,133.28,131.84,130.66,0.18
316,0.00205128,73.653,138.98,200.47,259.54,313.91,2953.9,1150.9,1071.0,1008.0,952.79,891.29,0.18
317,0.00475297,159.35,294.86,410.76,510.27,596.9,6844.3,2463.7,2147.9,1828.3,1605.0,1420.2,0.25
318,0.000292257,13.287,26.42,39.393,52.445,65.164,420.85,219.59,215.29,212.68,210.51,208.5,0.23
319,0.00236837,110.08,212.28,307.64,398.06,481.14,3410.5,1799.3,1675.5,1563.4,1458.3,1361.9,0.23
320,0.00287393,129.42,245.72,352.82,453.14,544.29,4138.5,2075.9,1906.6,1755.8,1618.1,1494.2,0.22
321,0.000197807,9.724,19.423,29.041,38.746,48.229,284.84,161.02,158.99,157.67,156.53,155.47,0.17
322,0.00163966,68.631,131.92,192.01,250.16,304.72,2361.1,1104.3,1037.5,985.03,937.86,894.57,0.23
323,0.000853044,35.932,69.94,102.7,134.9,165.6,1228.4,584.68,557.51,537.02,519.31,503.35,0.21
324,0.000653028,33.559,66.125,97.747,129.0,158.92,940.37,552.3,533.86,518.4,504.03,490.51,0.25
325,0.00130723,59.134,113.32,164.6,214.1,260.45,1882.4,947.3,888.37,840.64,798.28,759.97,0.26
326,0.00136622,51.796,100.52,147.18,192.64,235.58,1967.4,838.36,798.82,764.83,733.27,703.9,0.26
327,0.000754386,37.969,74.823,110.56,145.84,179.58,1086.3,625.97,604.16,585.92,569.01,553.16,0.19
328,0.00186611,86.832,165.27,238.28,307.67,371.72,2687.2,1398.2,1285.8,1196.9,1119.3,1050.0,0.21
329,0.000172857,9.1822,18.305,27.338,36.442,45.333,248.92,151.74,149.55,148.08,146.85,-145.74,0.22
330,0.000111754,5.43,10.817,16.166,21.575,26.87,160.93,89.454,88.308,87.7,87.227,86.803,0.2
331,0.00194875,75.026,140.81,199.93,255.75,305.92,2806.2,1175.7,1050.6,969.27,900.27,822.48,0.18
332,3.92528e-05,1.9845,3.9712,5.9515,7.9602,9.9331,56.524,32.793,32.567,32.465,32.398,32.342,0.2
333,0.000550636,22.783,43.919,64.379,84.646,104.14,792.92,364.66,346.5,335.4,326.89,319.58,0.22
334,0.00253712,91.854,171.96,246.5,317.21,380.96,3653.5,1434.0,1313.3,1221.9,1140.5,1045.0,0.2
335,0.00181968,72.004,135.9,195.65,252.82,306.0,2620.4,1136.9,1047.5,979.47,922.1,871.75,0.18
336,0.00027386,15.994,32.082,47.945,63.855,79.307,394.36,268.38,263.73,260.05,256.61,253.33,0.25
337,0.000377715,16.687,32.98,49.013,65.072,80.657,543.91,272.64,267.1,262.83,259.02,255.49,0.17
338,0.000199768,10.958,21.973,32.885,43.88,54.609,287.67,182.96,180.59,178.87,177.34,175.9,0.17
339,0.00211717,81.344,154.45,222.78,287.91,348.18,3048.7,1293.6,1198.5,1120.1,1050.5,988.1,0.2
340,0.00112746,55.101,106.47,155.16,202.23,246.39,1623.5,895.96,842.1,798.18,759.16,724.06,0.21
341,8.11531e-05,4.2545,8.5353,12.798,17.116,21.35,116.86,70.697,70.178,69.878,69.64,69.425,0.23
342,0.00148105,60.436,116.73,170.4,222.52,271.62,2132.7,973.45,922.91,879.83,840.64,804.82,0.22
343,0.00154529,54.038,101.08,144.25,185.09,222.8,2225.2,833.58,754.24,707.67,658.77,618.18,0.25
344,0.00117139,55.335,108.58,159.88,210.18,257.96,1686.8,910.91,872.84,841.05,811.27,783.28,0.17
345,0.00143538,68.736,132.43,192.39,249.93,303.52,2067.0,1117.6,1044.1,982.98,928.11,878.51,0.23
346,0.00326057,130.19,242.61,342.37,434.88,515.81,4695.3,2013.9,1793.0,1635.4,1492.0,1326.7,0.23
347,0.000210312,8.6489,16.902,25.043,33.248,41.267,302.85,139.22,135.29,133.47,132.34,131.46,0.22
348,0.000637416,31.621,62.585,92.792,122.78,151.63,917.88,522.63,507.62,495.2,483.71,472.97,0.21
349,0.00107068,47.382,92.186,135.39,177.82,218.24,1541.8,767.67,734.49,708.22,684.48,662.52,0.19
350,0.00130265,61.351,119.44,174.74,228.33,278.69,1875.8,1003.6,952.28,906.61,864.34,825.52,0.2
351,0.000777736,36.262,71.683,106.22,140.47,173.35,1119.9,596.92,580.67,566.2,552.34,539.15,0.19
352,0.00221681,82.555,157.0,227.0,294.13,356.6,3192.2,1310.8,1220.4,1147.6,1082.8,1024.1,0.22
353,0.0002442,12.464,24.815,36.99,49.21,61.093,351.65,206.32,202.47,199.59,197.09,194.81,0.22
354,1.48645e-05,0.80227,1.5675,2.3142,3.0596,3.783,21.405,13.03,12.544,12.241,12.024,11.859,0.24
355,0.000313791,11.535,22.299,32.919,43.619,54.069,451.86,181.78,176.47,174.1,172.58,171.31,0.23
356,0.000448752,15.463,28.896,41.788,54.631,67.069,646.21,232.5,217.35,211.35,207.15,203.89,0.22
357,0.000916781,43.046,84.764,125.25,165.22,203.46,1320.2,707.23,683.89,663.67,644.69,626.86,0.17
358,0.00254677,110.54,207.1,294.71,375.9,449.09,3667.4,1760.0,1582.9,1436.3,1309.4,1199.9,0.17
359,0.00453961,183.97,341.13,473.46,591.24,685.78,6537.1,2900.6,2479.5,2169.3,1804.6,1549.9,0.24
360,0.017361,1122.9,1911.0,2459.7,2858.8,3202.2,25000.0,16837.0,11569.0,7905.8,6139.3,5628.4,0.2
361,0.000212864,10.558,21.014,31.361,41.785,51.959,306.53,174.22,171.41,169.61,168.13,166.79,0.18
362,0.00179537,76.142,145.18,209.45,270.52,326.88,2585.4,1226.1,1131.7,1053.7,984.9,923.96,0.2
363,0.00343199,132.13,246.47,350.61,447.19,531.48,4942.1,2071.2,1874.4,1707.2,1557.8,1381.8,0.21
364,5.72838e-05,2.8375,5.6714,8.4929,11.353,14.16,82.489,46.892,46.457,46.254,46.128,46.028,0.25
365,0.00186947,78.287,150.73,219.03,284.56,345.49,2692.1,1265.7,1187.6,1119.7,1056.9,998.97,0.25
366,0.00173585,75.013,143.19,205.78,265.52,320.89,2499.6,1196.8,1095.3,1026.1,963.55,907.65,0.17
367,0.0011718,54.382,105.76,155.01,203.08,248.59,1687.4,884.04,842.31,807.33,775.38,745.95,0.19
368,0.00211815,82.183,153.48,219.65,282.46,340.32,3050.2,1279.3,1168.9,1084.7,1013.1,948.53,0.21
369,0.00334189,132.53,251.36,360.14,461.38,552.65,4812.4,2137.3,1948.0,1783.2,1633.0,1496.2,0.26
370,0.00159628,59.216,112.66,163.03,211.61,257.12,2298.7,943.09,876.05,825.9,783.49,746.05,0.21
371,0.00245169,103.25,197.04,283.72,365.22,439.54,3530.5,1668.6,1537.5,1421.1,1314.5,1218.4,0.26
372,0.00122705,57.718,113.14,166.29,218.16,267.2,1767.0,951.47,908.47,871.37,836.58,803.94,0.26
373,0.00140538,63.426,124.04,181.94,238.19,291.15,2023.8,1046.4,993.7,949.08,907.3,868.26,0.21
374,0.00117523,42.675,82.252,120.27,157.57,193.11,1692.3,684.89,648.81,623.19,601.72,582.61,0.18
375,3.05745e-05,1.69,3.3523,5.0035,6.6761,8.318,44.028,27.709,27.25,27.07,26.977,26.917,0.21
376,0.0025541,107.24,202.06,288.98,370.17,443.78,3677.9,1707.5,1554.5,1424.9,1309.4,1206.8,0.22
377,0.00158438,67.006,128.01,185.73,241.44,293.63,2281.5,1069.6,1000.1,946.15,898.62,855.56,0.24
378,9.45252e-05,5.2835,10.57,15.826,21.144,26.357,136.12,87.673,86.665,86.157,85.784,85.455,0.26
379,0.00112027,48.071,92.612,135.04,176.29,215.22,1613.2,774.91,730.18,695.57,665.35,638.21,0.21
380,0.000723786,30.969,61.101,90.596,119.97,148.31,1042.3,507.31,493.97,483.52,473.8,464.58,0.21
381,0.00224964,73.926,127.98,172.65,213.58,250.62,3239.5,1066.6,835.18,732.25,660.21,607.24,0.24
382,0.00134374,56.732,110.05,160.93,210.37,256.98,1935.0,922.32,874.07,834.03,797.53,764.01,0.24
383,0.000573682,26.354,52.321,77.721,103.01,127.39,826.11,437.39,425.68,416.4,407.8,399.68,0.26
384,0.00482605,161.27,298.98,422.77,530.39,624.67,6949.6,2517.9,2257.6,1956.5,1735.7,1545.6,0.24
385,0.00280407,105.31,199.04,286.07,368.41,443.15,4037.9,1669.7,1536.6,1426.7,1328.1,1225.1,0.19
386,0.000364984,17.994,35.715,53.147,70.607,87.55,525.58,297.07,290.5,285.77,281.62,277.75,0.22
387,0.00376622,151.63,281.09,392.65,491.82,576.7,5423.4,2371.8,2050.8,1828.8,1599.4,1391.5,0.18
388,0.000227436,11.502,23.036,34.449,45.938,57.14,327.51,191.62,189.09,187.1,185.3,183.64,0.19
389,0.000675294,32.078,62.44,91.761,120.7,148.43,972.43,522.65,497.73,480.68,466.74,454.53,0.25
390,0.000877077,37.659,72.887,106.63,139.64,170.98,1263.0,609.66,577.51,553.22,532.4,513.76,0.2
391,0.00386785,127.93,238.17,335.38,422.1,499.7,5569.7,1980.5,1757.0,1546.4,1398.7,1272.1,0.17
392,0.00155627,54.403,102.22,147.16,190.91,231.72,2241.0,831.0,771.52,736.79,705.64,668.99,0.2
393,0.0018203,75.186,144.17,209.21,271.74,330.1,2621.3,1212.5,1130.9,1066.2,1008.7,956.58,0.25
394,0.000105891,5.1895,10.276,15.316,20.406,25.385,152.48,84.698,83.379,82.632,82.087,81.632,0.21
395,0.00184651,85.345,166.0,242.19,315.35,383.44,2659.0,1404.3,1322.2,1249.0,1180.1,1116.2,0.19
396,0.000701595,29.707,57.086,83.364,109.19,133.86,1010.3,475.68,448.84,430.79,416.53,404.38,0.26
397,0.00221063,92.446,176.62,254.84,328.87,396.87,3183.3,1493.9,1380.0,1282.3,1194.0,1114.8,0.24
398,0.00204067,82.626,161.46,236.61,309.39,377.68,2938.6,1359.4,1292.4,1231.8,1173.9,1119.5,0.17
399,0.0013075,55.391,107.22,156.34,203.78,248.28,1882.8,903.55,849.73,805.1,765.27,729.39,0.25
400,0.0012075,55.976,109.4,160.67,210.73,258.09,1738.8,915.78,875.83,840.52,807.4,776.43,0.23
401,0.00401875,158.77,295.29,413.39,518.41,608.06,5787.0,2472.9,2166.9,1936.0,1693.9,1469.7,0.25
402,0.000331644,16.628,32.886,48.875,64.897,80.456,477.57,273.04,266.52,262.12,258.42,255.07,0.19
403,0.00139045,59.568,115.69,169.42,221.84,271.4,2002.3,968.75,920.03,880.85,845.38,812.59,0.2
404,0.00213553,84.904,159.87,227.04,290.01,346.62,3075.2,1341.8,1197.1,1101.1,1015.7,928.09,0.26
405,0.00296314,112.44,211.39,302.42,387.76,463.7,4266.9,1776.7,1622.1,1492.3,1376.5,1244.9,0.21
406,0.00251419,102.91,194.51,278.79,357.85,429.88,3620.5,1647.2,1501.6,1381.6,1275.2,1180.9,0.19
407,0.000148139,8.1359,16.279,24.36,32.525,40.513,213.32,135.26,133.49,132.49,131.69,130.96,0.17
408,0.00063899,29.9,57.875,85.078,112.07,138.04,920.15,477.42,458.61,445.94,435.34,425.78,0.18
409,0.00112533,52.618,103.03,151.53,199.02,244.09,1620.5,864.11,826.38,795.12,766.05,738.83,0.24
410,0.000555319,26.061,51.747,76.902,101.97,126.18,799.66,432.23,421.08,412.38,404.36,396.81,0.19
411,0.00431524,160.17,300.54,422.56,533.12,625.73,6214.0,2531.6,2231.0,2000.3,1712.9,1518.2,0.21
412,0.00100038,42.848,83.941,123.53,162.36,199.29,1440.6,703.2,673.65,648.96,626.34,605.42,0.2
413,0.000839304,40.499,79.881,118.06,155.71,191.7,1208.6,669.06,645.61,625.84,607.35,589.93,0.26
414,0.00523826,173.88,316.64,436.57,538.79,627.48,7543.1,2656.1,2236.1,1891.0,1648.7,1454.0,0.24
415,0.0017057,67.576,131.1,191.75,250.68,306.17,2456.2,1094.7,1041.3,994.31,950.45,909.68,0.23
416,0.000276142,13.958,27.762,41.401,55.117,68.479,397.65,230.23,226.3,223.59,221.23,219.04,0.23
417,0.000335762,16.679,32.979,48.969,64.955,80.45,483.5,274.45,267.21,262.13,257.84,254.01,0.18
418,0.00164795,68.119,131.01,190.48,247.76,301.29,2373.1,1096.6,1031.0,974.85,923.87,877.58,0.17
419,0.000892531,41.114,80.948,119.42,157.23,193.23,1285.3,679.5,653.03,630.66,609.79,590.24,0.26
420,0.000786023,36.908,72.401,106.64,140.3,172.4,1131.9,608.01,581.86,561.3,542.97,526.21,0.2
421,0.00341732,130.07,242.43,344.41,438.15,519.45,4921.0,2044.1,1841.9,1671.8,1511.9,1332.9,0.24
422,0.00149884,72.571,139.06,201.27,260.67,315.74,2158.3,1175.3,1089.9,1019.9,958.02,902.74,0.19
423,0.000117538,5.2061,10.008,14.662,19.326,23.868,169.26,82.028,77.93,76.303,75.23,74.463,0.26
424,0.00105436,37.116,70.91,103.45,135.44,165.95,1518.3,582.17,554.0,533.47,515.92,500.14,0.21
425,0.000460235,22.469,44.573,66.258,87.916,108.88,662.74,371.62,362.37,355.48,349.33,343.6,0.2
426,0.000158092,8.0467,16.045,23.975,31.981,39.808,227.65,132.95,131.12,130.01,129.12,128.32,0.18
427,0.00174692,78.598,151.53,220.37,286.49,348.1,2515.6,1272.1,1195.7,1128.4,1066.5,1010.1,0.25
428,0.00143624,49.694,91.981,130.77,167.45,201.57,2068.2,752.49,677.75,635.84,591.6,559.33,0.21
429,0.0045416,185.58,344.76,479.36,596.21,694.2,6540.0,2928.8,2513.9,2206.5,1884.6,1606.4,0.2
430,0.00214546,76.68,144.69,207.17,266.74,320.78,3089.5,1201.0,1091.8,1024.3,960.67,885.94,0.17
431,0.00243221,105.35,198.96,285.48,366.96,441.43,3502.4,1674.0,1534.6,1418.3,1314.3,1220.9,0.19
433,0.00331519,104.77,188.29,260.39,326.98,387.19,4773.9,1558.7,1315.7,1182.0,1073.9,987.21,0.18
434,0.000263952,12.458,24.725,36.849,49.054,60.956,380.09,205.07,201.09,198.76,196.85,195.12,0.21
435,5.48076e-06,0.32103,0.63245,0.94033,1.2513,1.556,7.8923,5.2214,5.1052,5.0472,5.0151,4.9963,0.2
436,0.00172373,71.323,135.15,194.37,250.55,302.36,2482.2,1141.5,1046.3,970.85,906.14,849.43,0.24
437,0.000800402,37.336,73.473,108.48,143.01,176.03,1152.6,615.87,592.41,573.84,556.98,541.34,0.24
438,0.000831927,33.967,64.335,93.479,122.13,149.48,1198.0,529.29,497.85,477.77,462.07,448.47,0.22
439,0.00218987,77.188,145.65,208.52,267.94,322.46,3153.4,1211.5,1098.5,1030.7,958.38,893.75,0.18
440,0.00116029,46.957,91.397,134.28,176.43,216.57,1670.8,759.4,728.53,703.04,679.76,658.12,0.18
441,0.00206394,82.763,155.98,222.82,286.24,344.68,2972.1,1288.9,1175.0,1095.6,1023.0,957.96,0.22
442,0.000482013,25.58,50.745,75.372,99.892,123.54,694.1,422.99,412.53,403.73,395.48,387.68,0.18
443,0.00187675,68.991,130.22,185.95,238.94,286.98,2702.5,1084.4,981.17,913.73,854.6,787.62,0.2
444,0.00223345,83.61,157.34,225.82,290.75,349.76,3216.2,1315.3,1208.6,1122.6,1047.3,967.3,0.26
445,0.00484327,171.16,316.75,442.2,550.81,641.35,6974.3,2670.5,2303.1,1964.3,1689.3,1484.4,0.25
446,0.00166865,71.738,138.44,201.62,262.52,319.45,2402.9,1160.9,1093.4,1035.7,982.39,933.18,0.23
447,0.00152391,63.882,122.61,178.14,231.7,281.83,2194.4,1029.2,962.77,910.26,863.84,821.96,0.23
448,0.017361,1475.0,3000.0,4300.0,5161.1,5808.8,25000.0,25000.0,25000.0,18691.0,13888.0,10618.0,0.26
449,0.00117646,54.728,106.03,154.98,202.61,247.6,1694.1,891.23,841.04,802.37,768.32,737.51,0.25
450,0.000623377,27.561,54.285,80.329,106.18,131.07,897.67,452.25,438.09,426.94,417.02,407.88,0.21
451,0.00173987,75.168,143.39,207.34,268.49,325.21,2505.4,1203.5,1118.3,1048.5,986.19,929.87,0.23
452,0.00429911,138.64,249.01,341.07,423.94,497.04,6190.8,2081.5,1721.9,1509.2,1336.6,1198.3,0.21
453,0.000455654,24.131,48.34,72.147,95.951,119.0,656.15,404.5,396.86,390.28,383.93,377.81,0.26
454,0.00326031,119.18,219.22,302.77,376.56,440.87,4694.9,1847.4,1580.3,1369.6,1190.1,1054.3,0.2
455,0.00483299,173.79,317.93,439.21,540.54,627.35,6959.6,2676.1,2271.3,1899.9,1634.5,1423.1,0.25
456,0.00265233,96.99,181.25,258.41,329.64,392.81,3819.4,1523.4,1381.2,1265.0,1148.9,1035.6,0.25
457,0.00278267,109.85,206.25,295.03,378.38,453.98,4007.1,1729.9,1580.3,1455.5,1344.4,1239.3,0.22
458,6.37795e-06,0.3904,0.78004,1.1682,1.562,1.9492,9.1843,6.4645,6.3876,6.3627,6.3527,6.3477,0.25
459,0.00172359,78.563,150.89,218.78,283.7,343.9,2482.0,1274.1,1185.7,1113.0,1047.1,986.93,0.24
460,0.000579447,25.24,49.355,72.792,96.046,118.43,834.41,411.22,395.33,384.21,375.07,366.97,0.25
461,0.00396363,139.96,265.35,380.96,487.8,582.67,5707.7,2232.5,2055.6,1895.2,1723.3,1555.2,0.2
462,1.00153e-05,0.52491,1.0029,1.4629,1.9168,2.3528,14.422,8.2829,7.8358,7.541,7.321,7.1481,0.17
463,0.00303794,122.51,229.7,327.3,417.84,498.14,4374.7,1940.3,1757.1,1600.0,1460.3,1316.4,0.18
464,0.00132764,58.826,113.79,166.15,217.0,264.91,1911.8,952.63,900.98,858.41,820.17,785.39,0.23
465,0.000709884,34.787,68.457,101.1,133.34,164.19,1022.2,572.65,551.96,535.2,519.93,505.76,0.22
466,0.00177286,76.972,148.15,214.97,278.85,338.09,2552.9,1249.0,1166.9,1095.4,1030.2,971.12,0.21
467,0.0042727,160.22,299.41,421.28,529.88,624.27,6152.7,2502.4,2215.5,1997.9,1751.6,1547.4,0.24
